tag	count	last_det	rot	displacement_distance	displacement_angle	antenna_reach	trapezoid_length	type	size	headwidth	death	age	final_status	group	REP_treat
1	2365455	1468800	-84.956	0	0	NA	NA	N	0	0	0	0	alive	queen	R12BP
2	2701463	1468800	-172.936	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
3	2668747	1468800	89.715	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
4	2651833	1468800	25.723	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12BP
5	2706091	1468800	143.746	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
6	2745397	1468800	-106.561	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12BP
7	2529202	1468800	-117.739	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
8	2617555	1468800	1.791	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
9	2591036	1468800	5.675	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
10	2575283	1468800	-116.104	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
11	2617976	1468800	-177.976	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
12	2688889	1468800	60.871	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
13	2703324	1468800	-163.954	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
14	2604616	1468800	-100.738	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
15	2720684	1468800	-73.853	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
16	2705683	1468800	25.966	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
17	2711074	1468800	-86.726	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
18	2715318	1468800	2.933	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12BP
19	2673831	1468800	-89.841	0	0	NA	NA	N	0	0	0	0	alive	nurse	R12BP
20	2691077	1468800	13.375	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
21	2578427	1468800	-20.418	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
22	2665856	1468800	-89.039	0	0	NA	NA	N	0	0	0	0	alive	forager	R12BP
